"PROJECT_CODE","STATION_ID","Date","TEST_NAME","Replicate 2","Replicate 3","Replicate 1","mean","Diff rep 1 - rep 2","Diff rep 1 - rep 3","Diff rep 2 - rep 3"
"EVPA","LOX12",2011-09-08,"SULFATE",0.4,0.5,0.6,0.5,0.2,0.1,-0.1
"EVPA","LOX12",2011-09-08,"POTASSIUM",1.2,1.2,1.2,1.2,0,0,0
"EVPA","LOX12",2011-09-08,"SODIUM",12,12.2,12,12,0,-0.199999999999999,-0.199999999999999
"EVPA","LOX12",2011-09-08,"MAGNESIUM",2.9,3,2.9,2.9,0,-0.1,-0.1
"EVPA","LOX12",2011-09-08,"CALCIUM",9.6,9.7,9.5,9.55,-0.0999999999999996,-0.199999999999999,-0.0999999999999996
"EVPA","LOX12",2011-09-08,"AMMONIA-N",0.021,0.043,0.021,0.021,0,-0.022,-0.022
"EVPA","LOX12",2011-09-08,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX12",2011-09-08,"KJELDAHL NITROGEN, DIS",1.11,1.1,1.13,1.12,0.0199999999999998,0.0299999999999998,0.01
"EVPA","LOX12",2011-09-08,"COLOR",90,89,89,89.5,-1,0,1
"EVPA","LOX12",2011-09-08,"CARBON, TOTAL ORGANIC",18.7,18.3,18.4,18.55,-0.300000000000001,0.0999999999999979,0.399999999999999
"EVPA","LOX12",2011-09-08,"PHOSPHATE, DISSOLVED AS P",0.006,0.005,0.006,0.006,0,0.001,0.001
"EVPA","LOX12",2011-09-08,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX12",2011-09-08,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX12",2011-09-08,"PHOSPHATE, TOTAL AS P",0.011,0.01,0.011,0.011,0,0.000999999999999999,0.000999999999999999
"EVPA","LOX12",2011-09-08,"SILICA",4.05,4.06,4.04,4.045,-0.00999999999999979,-0.0199999999999996,-0.00999999999999979
"EVPA","CA27",2011-10-20,"CALCIUM",54.7,55,55.2,54.95,0.5,0.200000000000003,-0.299999999999997
"EVPA","CA27",2011-10-20,"MAGNESIUM",23.4,23.6,23.7,23.55,0.300000000000001,0.0999999999999979,-0.200000000000003
"EVPA","CA27",2011-10-20,"SODIUM",73.2,73.9,73.2,73.2,0,-0.700000000000003,-0.700000000000003
"EVPA","CA27",2011-10-20,"POTASSIUM",6.9,6.9,6.9,6.9,0,0,0
"EVPA","CA27",2011-10-20,"IRON, TOTAL",0.01,0.01,0.01,0.01,0,0,0
"EVPA","CA27",2011-10-20,"KJELDAHL NITROGEN, TOTAL",1.55,1.55,1.63,1.59,0.0799999999999998,0.0799999999999998,0
"EVPA","CA27",2011-10-20,"CARBON, DISSOLVED ORGANIC",30.5,30.7,29.3,29.9,-1.2,-1.4,-0.199999999999999
"EVPA","CA27",2011-10-20,"CHLORIDE",109,110,109,109,0,-1,-1
"EVPA","CA27",2011-10-20,"SULFATE",36.6,36.6,36.5,36.55,-0.100000000000001,-0.100000000000001,0
"EVPA","CA27",2011-10-20,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA27",2011-10-20,"AMMONIA-N",0.015,0.018,0.014,0.0145,-0.000999999999999999,-0.004,-0.003
"EVPA","CA27",2011-10-20,"COLOR",105,105,101,103,-4,-4,0
"EVPA","CA27",2011-10-20,"CARBON, TOTAL ORGANIC",29.7,30.8,29.4,29.55,-0.300000000000001,-1.4,-1.1
"EVPA","CA27",2011-10-20,"KJELDAHL NITROGEN, DIS",1.52,1.47,1.5,1.51,-0.02,0.03,0.05
"EVPA","CA27",2011-10-20,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA27",2011-10-20,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA27",2011-10-20,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA27",2011-10-20,"PHOSPHATE, TOTAL AS P",0.006,0.006,0.006,0.006,0,0,0
"EVPA","CA27",2011-10-20,"SILICA",22.9,22.8,23,22.95,0.100000000000001,0.199999999999999,0.0999999999999979
"EVPA","LOX10",2011-12-13,"SULFATE",2.3,2.2,2.2,2.25,-0.0999999999999996,0,0.0999999999999996
"EVPA","LOX10",2011-12-13,"CHLORIDE",68.2,68.4,67.7,67.95,-0.5,-0.700000000000003,-0.200000000000003
"EVPA","LOX10",2011-12-13,"KJELDAHL NITROGEN, DIS",1.55,1.51,1.51,1.53,-0.04,0,0.04
"EVPA","LOX10",2011-12-13,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX10",2011-12-13,"AMMONIA-N",0.019,0.019,0.02,0.0195,0.001,0.001,0
"EVPA","LOX10",2011-12-13,"KJELDAHL NITROGEN, TOTAL",1.55,1.55,1.53,1.54,-0.02,-0.02,0
"EVPA","LOX10",2011-12-13,"CARBON, TOTAL ORGANIC",28.5,28,26.7,27.6,-1.8,-1.3,0.5
"EVPA","LOX10",2011-12-13,"COLOR",90,90,91,90.5,1,1,0
"EVPA","LOX10",2011-12-13,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX10",2011-12-13,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX10",2011-12-13,"CARBON, DISSOLVED ORGANIC",26.3,28.2,27.4,26.85,1.1,-0.800000000000001,-1.9
"EVPA","LOX10",2011-12-13,"SILICA",14,13.9,14,14,0,0.0999999999999996,0.0999999999999996
"EVPA","LOX10",2011-12-13,"CALCIUM",19.2,19.3,19.1,19.15,-0.0999999999999979,-0.199999999999999,-0.100000000000001
"EVPA","LOX10",2011-12-13,"POTASSIUM",5,5,4.9,4.95,-0.0999999999999996,-0.0999999999999996,0
"EVPA","LOX10",2011-12-13,"MAGNESIUM",6.3,6.3,6.2,6.25,-0.0999999999999996,-0.0999999999999996,0
"EVPA","LOX10",2011-12-13,"SODIUM",38.1,38.3,38.5,38.3,0.399999999999999,0.200000000000003,-0.199999999999996
"EVPA","LOX10",2011-12-13,"IRON, TOTAL",0.06,0.061,0.064,0.062,0.004,0.003,-0.001
"EVPA","U3",2012-02-14,"MAGNESIUM",22.1,22.2,22,22.05,-0.100000000000001,-0.199999999999999,-0.0999999999999979
"EVPA","U3",2012-02-14,"SODIUM",83.8,83.2,82.7,83.25,-1.09999999999999,-0.5,0.599999999999994
"EVPA","U3",2012-02-14,"POTASSIUM",6.6,6.5,6.6,6.6,0,0.0999999999999996,0.0999999999999996
"EVPA","U3",2012-02-14,"CALCIUM",55.3,55.7,55.3,55.3,0,-0.400000000000006,-0.400000000000006
"EVPA","U3",2012-02-14,"IRON, TOTAL",0.013,0.011,0.01,0.0115,-0.003,-0.000999999999999999,0.002
"EVPA","U3",2012-02-14,"KJELDAHL NITROGEN, TOTAL",1.82,1.83,1.82,1.82,0,-0.01,-0.01
"EVPA","U3",2012-02-14,"CARBON, DISSOLVED ORGANIC",28,28.1,27.6,27.8,-0.399999999999999,-0.5,-0.100000000000001
"EVPA","U3",2012-02-14,"CHLORIDE",129,129,129,129,0,0,0
"EVPA","U3",2012-02-14,"SULFATE",10,9.9,9.9,9.95,-0.0999999999999996,0,0.0999999999999996
"EVPA","U3",2012-02-14,"NITRATE+NITRITE-N",0.019,0.025,0.023,0.021,0.004,-0.002,-0.006
"EVPA","U3",2012-02-14,"AMMONIA-N",0.171,0.175,0.172,0.1715,0.000999999999999973,-0.003,-0.00399999999999998
"EVPA","U3",2012-02-14,"COLOR",56,56,56,56,0,0,0
"EVPA","U3",2012-02-14,"CARBON, TOTAL ORGANIC",28.1,28.1,27.9,28,-0.200000000000003,-0.200000000000003,0
"EVPA","U3",2012-02-14,"KJELDAHL NITROGEN, DIS",1.78,1.78,1.8,1.79,0.02,0.02,0
"EVPA","U3",2012-02-14,"PHOSPHATE, DISSOLVED AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","U3",2012-02-14,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","U3",2012-02-14,"NITRITE-N",0.004,0.002,0.004,0.004,0,0.002,0.002
"EVPA","U3",2012-02-14,"PHOSPHATE, TOTAL AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","U3",2012-02-14,"SILICA",11.1,11.1,11.1,11.1,0,0,0
"EVPA","LOX14",2012-04-03,"PHOSPHATE, TOTAL AS P",0.007,0.006,0.007,0.007,0,0.001,0.001
"EVPA","LOX14",2012-04-03,"SILICA",1.76,1.74,1.81,1.785,0.05,0.0700000000000001,0.02
"EVPA","LOX14",2012-04-03,"CARBON, DISSOLVED ORGANIC",22.8,22.9,23.5,23.15,0.699999999999999,0.600000000000001,-0.0999999999999979
"EVPA","LOX14",2012-04-03,"IRON, TOTAL",0.044,0.043,0.045,0.0445,0.001,0.002,0.001
"EVPA","LOX14",2012-04-03,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","LOX14",2012-04-03,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX14",2012-04-03,"SODIUM",46.1,44.6,45.5,45.8,-0.600000000000001,0.899999999999999,1.5
"EVPA","LOX14",2012-04-03,"MAGNESIUM",5.7,5.4,5.6,5.65,-0.100000000000001,0.199999999999999,0.3
"EVPA","LOX14",2012-04-03,"POTASSIUM",3.3,3.2,3.2,3.25,-0.0999999999999996,0,0.0999999999999996
"EVPA","LOX14",2012-04-03,"CALCIUM",21.2,20.7,21.1,21.15,-0.0999999999999979,0.400000000000002,0.5
"EVPA","LOX14",2012-04-03,"KJELDAHL NITROGEN, TOTAL",1.18,1.14,1.21,1.195,0.03,0.0700000000000001,0.04
"EVPA","LOX14",2012-04-03,"SULFATE",2.5,2.5,2.5,2.5,0,0,0
"EVPA","LOX14",2012-04-03,"CHLORIDE",82.7,82.9,82.2,82.45,-0.5,-0.700000000000003,-0.200000000000003
"EVPA","LOX14",2012-04-03,"COLOR",80,79,80,80,0,1,1
"EVPA","LOX14",2012-04-03,"CARBON, TOTAL ORGANIC",23.3,23.4,23.2,23.25,-0.100000000000001,-0.199999999999999,-0.0999999999999979
"EVPA","LOX14",2012-04-03,"KJELDAHL NITROGEN, DIS",1.14,1.08,1.12,1.13,-0.0199999999999998,0.04,0.0599999999999998
"EVPA","LOX14",2012-04-03,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX14",2012-04-03,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX14",2012-04-03,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA318",2012-05-17,"KJELDAHL NITROGEN, TOTAL",1.01,1.03,1.1,1.055,0.0900000000000001,0.0700000000000001,-0.02
"EVPA","CA318",2012-05-17,"CARBON, DISSOLVED ORGANIC",16.6,16.8,16.7,16.65,0.0999999999999979,-0.100000000000001,-0.199999999999999
"EVPA","CA318",2012-05-17,"CHLORIDE",50.3,50.2,50.4,50.35,0.100000000000001,0.199999999999996,0.0999999999999943
"EVPA","CA318",2012-05-17,"SULFATE",1.9,2,1.9,1.9,0,-0.1,-0.1
"EVPA","CA318",2012-05-17,"CALCIUM",57.8,55.3,57.8,57.8,0,2.5,2.5
"EVPA","CA318",2012-05-17,"MAGNESIUM",8.7,8.3,8.6,8.65,-0.0999999999999996,0.299999999999999,0.399999999999999
"EVPA","CA318",2012-05-17,"SODIUM",31.7,30.4,31.4,31.55,-0.300000000000001,1,1.3
"EVPA","CA318",2012-05-17,"IRON, TOTAL",0.02,0.019,0.021,0.0205,0.001,0.002,0.001
"EVPA","CA318",2012-05-17,"POTASSIUM",2.6,2.6,2.7,2.65,0.1,0.1,0
"EVPA","CA318",2012-05-17,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA318",2012-05-17,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","CA318",2012-05-17,"KJELDAHL NITROGEN, DIS",0.96,0.95,0.97,0.965,0.01,0.02,0.01
"EVPA","CA318",2012-05-17,"COLOR",60,59,60,60,0,1,1
"EVPA","CA318",2012-05-17,"CARBON, TOTAL ORGANIC",17.2,16.6,17,17.1,-0.199999999999999,0.399999999999999,0.599999999999998
"EVPA","CA318",2012-05-17,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA318",2012-05-17,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA318",2012-05-17,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA318",2012-05-17,"PHOSPHATE, TOTAL AS P",0.008,0.007,0.013,0.0105,0.005,0.006,0.001
"EVPA","CA318",2012-05-17,"SILICA",4.42,4.41,4.4,4.41,-0.0199999999999996,-0.00999999999999979,0.00999999999999979
"EVPA","LOX8",2012-06-11,"CHLORIDE",18.7,18.7,18.9,18.8,0.199999999999999,0.199999999999999,0
"EVPA","LOX8",2012-06-11,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX8",2012-06-11,"KJELDAHL NITROGEN, DIS",1.26,1.26,1.24,1.25,-0.02,-0.02,0
"EVPA","LOX8",2012-06-11,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX8",2012-06-11,"AMMONIA-N",0.01,0.01,0.005,0.0075,-0.005,-0.005,0
"EVPA","LOX8",2012-06-11,"KJELDAHL NITROGEN, TOTAL",1.37,1.37,1.37,1.37,0,0,0
"EVPA","LOX8",2012-06-11,"SODIUM",11.1,11.4,11.5,11.3,0.4,0.0999999999999996,-0.300000000000001
"EVPA","LOX8",2012-06-11,"CALCIUM",5.2,5.3,5.6,5.4,0.399999999999999,0.3,-0.0999999999999996
"EVPA","LOX8",2012-06-11,"MAGNESIUM",1.5,1.5,1.6,1.55,0.1,0.1,0
"EVPA","LOX8",2012-06-11,"POTASSIUM",0.9,1,1,0.95,0.1,0,-0.1
"EVPA","LOX8",2012-06-11,"COLOR",63,65,66,64.5,3,1,-2
"EVPA","LOX8",2012-06-11,"CARBON, TOTAL ORGANIC",21.2,19.2,19.2,20.2,-2,0,2
"EVPA","LOX8",2012-06-11,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX8",2012-06-11,"NITRITE-N",0.002,0.004,0.004,0.003,0.002,0,-0.002
"EVPA","LOX8",2012-06-11,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2012-06-11,"PHOSPHATE, TOTAL AS P",0.009,0.01,0.01,0.0095,0.001,0,-0.001
"EVPA","LOX8",2012-06-11,"CARBON, DISSOLVED ORGANIC",20.8,19.1,19.4,20.1,-1.4,0.299999999999997,1.7
"EVPA","LOX8",2012-06-11,"SILICA",2.7,2.66,2.78,2.74,0.0799999999999996,0.12,0.04
"EVPA","LOX3",2012-09-05,"CHLORIDE",43.7,44,44.4,44.05,0.699999999999996,0.399999999999999,-0.299999999999997
"EVPA","LOX3",2012-09-05,"SULFATE",7.4,7.5,7.6,7.5,0.199999999999999,0.0999999999999996,-0.0999999999999996
"EVPA","LOX3",2012-09-05,"KJELDAHL NITROGEN, DIS",0.84,0.86,0.83,0.835,-0.01,-0.03,-0.02
"EVPA","LOX3",2012-09-05,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX3",2012-09-05,"IRON, TOTAL",0.08,0.08,0.082,0.081,0.002,0.002,0
"EVPA","LOX3",2012-09-05,"KJELDAHL NITROGEN, TOTAL",0.9,0.91,0.91,0.905,0.01,0,-0.01
"EVPA","LOX3",2012-09-05,"SODIUM",26,26.1,25.9,25.95,-0.100000000000001,-0.200000000000003,-0.100000000000001
"EVPA","LOX3",2012-09-05,"MAGNESIUM",4.7,4.7,4.6,4.65,-0.100000000000001,-0.100000000000001,0
"EVPA","LOX3",2012-09-05,"CALCIUM",14.2,14.3,14,14.1,-0.199999999999999,-0.300000000000001,-0.100000000000001
"EVPA","LOX3",2012-09-05,"POTASSIUM",2.6,2.6,2.6,2.6,0,0,0
"EVPA","LOX3",2012-09-05,"COLOR",94,93,95,94.5,1,2,1
"EVPA","LOX3",2012-09-05,"CARBON, TOTAL ORGANIC",16.5,16.2,16.2,16.35,-0.300000000000001,0,0.300000000000001
"EVPA","LOX3",2012-09-05,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.005,0.0045,0.001,0.001,0
"EVPA","LOX3",2012-09-05,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX3",2012-09-05,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX3",2012-09-05,"PHOSPHATE, TOTAL AS P",0.008,0.007,0.008,0.008,0,0.001,0.001
"EVPA","LOX3",2012-09-05,"CARBON, DISSOLVED ORGANIC",15.8,16.4,16.2,16,0.399999999999999,-0.199999999999999,-0.599999999999998
"EVPA","LOX3",2012-09-05,"SILICA",8.17,8.22,8.24,8.205,0.0700000000000003,0.0199999999999996,-0.0500000000000007
"EVPA","CA27",2012-08-14,"KJELDAHL NITROGEN, TOTAL",1.43,1.41,1.29,1.36,-0.14,-0.12,0.02
"EVPA","CA27",2012-08-14,"IRON, TOTAL",0.008,0.008,0.008,0.008,0,0,0
"EVPA","CA27",2012-08-14,"SULFATE",27,27,26.3,26.65,-0.699999999999999,-0.699999999999999,0
"EVPA","CA27",2012-08-14,"CHLORIDE",110,110,107,108.5,-3,-3,0
"EVPA","CA27",2012-08-14,"SODIUM",76.8,76.5,77.2,77,0.400000000000006,0.700000000000003,0.299999999999997
"EVPA","CA27",2012-08-14,"POTASSIUM",5.4,5.5,5.4,5.4,0,-0.0999999999999996,-0.0999999999999996
"EVPA","CA27",2012-08-14,"MAGNESIUM",20.3,20.4,20.4,20.35,0.0999999999999979,0,-0.0999999999999979
"EVPA","CA27",2012-08-14,"CALCIUM",42.7,42.8,42.7,42.7,0,-0.0999999999999943,-0.0999999999999943
"EVPA","CA27",2012-08-14,"CARBON, DISSOLVED ORGANIC",25.1,25,24.4,24.75,-0.700000000000003,-0.600000000000001,0.100000000000001
"EVPA","CA27",2012-08-14,"AMMONIA-N",0.015,0.018,0.017,0.016,0.002,-0.000999999999999997,-0.003
"EVPA","CA27",2012-08-14,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA27",2012-08-14,"CARBON, TOTAL ORGANIC",24.9,25,24.4,24.65,-0.5,-0.600000000000001,-0.100000000000001
"EVPA","CA27",2012-08-14,"KJELDAHL NITROGEN, DIS",1.25,1.31,1.27,1.26,0.02,-0.04,-0.0600000000000001
"EVPA","CA27",2012-08-14,"COLOR",102,102,101,101.5,-1,-1,0
"EVPA","CA27",2012-08-14,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA27",2012-08-14,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA27",2012-08-14,"PHOSPHATE, TOTAL AS P",0.005,0.005,0.006,0.0055,0.001,0.001,0
"EVPA","CA27",2012-08-14,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.002,0.003,-0.002,-0.002,0
"EVPA","CA27",2012-08-14,"SILICA",13.5,13.4,13.8,13.65,0.300000000000001,0.4,0.0999999999999996
"EVPA","CA29",2012-11-20,"CARBON, TOTAL ORGANIC",35.3,34.8,36,35.65,0.700000000000003,1.2,0.5
"EVPA","CA29",2012-11-20,"PHOSPHATE, TOTAL AS P",0.005,0.004,0.005,0.005,0,0.001,0.001
"EVPA","CA29",2012-11-20,"AMMONIA-N",0.043,0.039,0.039,0.041,-0.004,0,0.004
"EVPA","CA29",2012-11-20,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA29",2012-11-20,"SULFATE",42.4,42.4,41.6,42,-0.799999999999997,-0.799999999999997,0
"EVPA","CA29",2012-11-20,"CHLORIDE",152,151,147,149.5,-5,-4,1
"EVPA","CA29",2012-11-20,"IRON, TOTAL",0.008,0.008,0.008,0.008,0,0,0
"EVPA","CA29",2012-11-20,"CARBON, DISSOLVED ORGANIC",35.6,35.1,35.4,35.5,-0.200000000000003,0.299999999999997,0.5
"EVPA","CA29",2012-11-20,"SODIUM",102,101.6,101.4,101.7,-0.599999999999994,-0.199999999999989,0.400000000000006
"EVPA","CA29",2012-11-20,"POTASSIUM",8.5,8.4,8.4,8.45,-0.0999999999999996,0,0.0999999999999996
"EVPA","CA29",2012-11-20,"CALCIUM",58.9,58.8,58.7,58.8,-0.199999999999996,-0.0999999999999943,0.100000000000001
"EVPA","CA29",2012-11-20,"MAGNESIUM",28,28.1,27.9,27.95,-0.100000000000001,-0.200000000000003,-0.100000000000001
"EVPA","CA29",2012-11-20,"KJELDAHL NITROGEN, TOTAL",2.09,2.17,2.11,2.1,0.02,-0.0600000000000001,-0.0800000000000001
"EVPA","CA29",2012-11-20,"KJELDAHL NITROGEN, DIS",2.06,2.13,2.04,2.05,-0.02,-0.0899999999999999,-0.0699999999999998
"EVPA","CA29",2012-11-20,"COLOR",82,82,82,82,0,0,0
"EVPA","CA29",2012-11-20,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA29",2012-11-20,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA29",2012-11-20,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA29",2012-11-20,"SILICA",14.1,14.1,14,14.05,-0.0999999999999996,-0.0999999999999996,0
"EVPA","LOX8",2012-12-04,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX8",2012-12-04,"AMMONIA-N",0.01,0.013,0.012,0.011,0.002,-0.000999999999999999,-0.003
"EVPA","LOX8",2012-12-04,"IRON, TOTAL",0.032,0.033,0.032,0.032,0,-0.001,-0.001
"EVPA","LOX8",2012-12-04,"SULFATE",0.1,0.1,0.1,0.1,0,0,0
"EVPA","LOX8",2012-12-04,"CHLORIDE",16.3,16.1,16,16.15,-0.300000000000001,-0.100000000000001,0.199999999999999
"EVPA","LOX8",2012-12-04,"KJELDAHL NITROGEN, TOTAL",1.17,1.21,1.21,1.19,0.04,0,-0.04
"EVPA","LOX8",2012-12-04,"POTASSIUM",0.8,0.8,0.8,0.8,0,0,0
"EVPA","LOX8",2012-12-04,"SODIUM",10.6,10.6,10.4,10.5,-0.199999999999999,-0.199999999999999,0
"EVPA","LOX8",2012-12-04,"MAGNESIUM",1.5,1.5,1.5,1.5,0,0,0
"EVPA","LOX8",2012-12-04,"CALCIUM",5.1,5.1,5,5.05,-0.0999999999999996,-0.0999999999999996,0
"EVPA","LOX8",2012-12-04,"KJELDAHL NITROGEN, DIS",1.14,1.16,1.14,1.14,0,-0.02,-0.02
"EVPA","LOX8",2012-12-04,"COLOR",82,84,83,82.5,1,-1,-2
"EVPA","LOX8",2012-12-04,"CARBON, TOTAL ORGANIC",24.8,24.7,23,23.9,-1.8,-1.7,0.100000000000001
"EVPA","LOX8",2012-12-04,"PHOSPHATE, DISSOLVED AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX8",2012-12-04,"CARBON, DISSOLVED ORGANIC",23.9,24,24.2,24.05,0.300000000000001,0.199999999999999,-0.100000000000001
"EVPA","LOX8",2012-12-04,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","LOX8",2012-12-04,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"EVPA","LOX8",2012-12-04,"PHOSPHATE, TOTAL AS P",0.007,0.008,0.007,0.007,0,-0.001,-0.001
"EVPA","LOX8",2012-12-04,"SILICA",3.23,3.23,3.2,3.215,-0.0299999999999998,-0.0299999999999998,0
"EVPA","CA317",2013-02-11,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2013-02-11,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"EVPA","CA317",2013-02-11,"KJELDAHL NITROGEN, TOTAL",1.81,1.78,1.77,1.79,-0.04,-0.01,0.03
"EVPA","CA317",2013-02-11,"SILICA",10.5,10.5,10.5,10.5,0,0,0
"EVPA","CA317",2013-02-11,"CARBON, DISSOLVED ORGANIC",28.2,28.5,27.6,27.9,-0.599999999999998,-0.899999999999999,-0.300000000000001
"EVPA","CA317",2013-02-11,"CARBON, TOTAL ORGANIC",28.4,27.6,28.4,28.4,0,0.799999999999997,0.799999999999997
"EVPA","CA317",2013-02-11,"IRON, TOTAL",0.02,0.019,0.021,0.0205,0.001,0.002,0.001
"EVPA","CA317",2013-02-11,"AMMONIA-N",0.025,0.027,0.027,0.026,0.002,0,-0.002
"EVPA","CA317",2013-02-11,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","CA317",2013-02-11,"POTASSIUM",7.2,7.3,7.3,7.25,0.0999999999999996,0,-0.0999999999999996
"EVPA","CA317",2013-02-11,"SODIUM",73,73.1,73.2,73.1,0.200000000000003,0.100000000000009,-0.0999999999999943
"EVPA","CA317",2013-02-11,"MAGNESIUM",19.8,19.9,19.8,19.8,0,-0.0999999999999979,-0.0999999999999979
"EVPA","CA317",2013-02-11,"CALCIUM",58.5,59,58.8,58.65,0.299999999999997,-0.200000000000003,-0.5
"EVPA","CA317",2013-02-11,"CHLORIDE",118,117,118,118,0,1,1
"EVPA","CA317",2013-02-11,"SULFATE",26.6,26.6,26.6,26.6,0,0,0
"EVPA","CA317",2013-02-11,"KJELDAHL NITROGEN, DIS",1.75,1.78,1.74,1.745,-0.01,-0.04,-0.03
"EVPA","CA317",2013-02-11,"PHOSPHATE, TOTAL AS P",0.004,0.004,0.004,0.004,0,0,0
"EVPA","CA317",2013-02-11,"COLOR",62,62,62,62,0,0,0
"EVPA","CA317",2013-02-11,"PHOSPHATE, DISSOLVED AS P",0.004,0.002,0.004,0.004,0,0.002,0.002
"EVPA","LOX12",2013-03-06,"CARBON, TOTAL ORGANIC",14.5,14.6,14.4,14.45,-0.0999999999999996,-0.199999999999999,-0.0999999999999996
"EVPA","LOX12",2013-03-06,"CHLORIDE",21.1,20.8,20.7,20.9,-0.400000000000002,-0.100000000000001,0.300000000000001
"EVPA","LOX12",2013-03-06,"SULFATE",0.4,0.4,0.4,0.4,0,0,0
"EVPA","LOX12",2013-03-06,"CARBON, DISSOLVED ORGANIC",14.4,14.3,14.4,14.4,0,0.0999999999999996,0.0999999999999996
"EVPA","LOX12",2013-03-06,"IRON, TOTAL",0.011,0.011,0.011,0.011,0,0,0
"EVPA","LOX12",2013-03-06,"CALCIUM",9.2,9.1,9.2,9.2,0,0.0999999999999996,0.0999999999999996
"EVPA","LOX12",2013-03-06,"MAGNESIUM",3.1,3,3.1,3.1,0,0.1,0.1
"EVPA","LOX12",2013-03-06,"SODIUM",14.3,14.2,14.2,14.25,-0.100000000000001,0,0.100000000000001
"EVPA","LOX12",2013-03-06,"POTASSIUM",0.8,0.7,0.8,0.8,0,0.1,0.1
"EVPA","LOX12",2013-03-06,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"EVPA","LOX12",2013-03-06,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"EVPA","LOX12",2013-03-06,"KJELDAHL NITROGEN, DIS",0.76,0.76,0.77,0.765,0.01,0.01,0
